,index,variable,depth,intensity_bin,mdr,dr,damage_bin_ID,damage_bin_id
0,5568,depth_meters_2020,0.2898844170488799,9,0.6,0.6833705019188855,8,8
1,18566,depth_meters_2020,0.9701884027081119,29,0.85,0.9445730789628229,11,11
2,14858,depth_meters_2020,0.06430512959210322,2,0.225,0.2122984388395594,4,4
3,3415,depth_meters_2020,0.5645565599661588,17,0.79,0.8767072621981794,10,10
4,21385,depth_meters_2020,0.5600997404766107,17,0.79,0.8529960184991586,10,10
5,19709,depth_meters_2020,0.5665021486961814,17,0.79,0.8230365562678736,10,10
6,20062,depth_meters_2020,0.18814710339311425,6,0.49,0.533884616863306,7,7
7,12393,depth_meters_2020,0.9034453945971886,27,0.85,0.910427898551233,11,11
8,11750,depth_meters_2020,0.3640706054356887,11,0.65,0.7600779501263143,9,9
9,8230,depth_meters_2020,0.286412966100269,9,0.6,0.7171032770874279,9,9
10,2055,depth_meters_2020,0.1572044008369059,5,0.42,0.4371537131021161,6,6
11,29190,depth_meters_2020,0.35599066096824405,11,0.65,0.7049248348663076,9,9
12,23259,depth_meters_2020,0.7564907485216728,22,0.845,0.8612576290330722,10,10
13,24150,depth_meters_2020,0.10408753788080494,4,0.36,0.433751500884113,6,6
14,19664,depth_meters_2020,0.07278122834906497,3,0.3,0.398202347708042,5,5
15,3501,depth_meters_2020,0.6876010047625607,20,0.83,0.8943584626312131,10,10
16,8333,depth_meters_2020,0.965562798498986,29,0.85,0.9730660673859829,11,11
17,22058,depth_meters_2020,0.08817561588779488,3,0.3,0.24004042729401248,4,4
18,29616,depth_meters_2020,0.15214823685001932,5,0.42,0.3772252103528196,5,5
19,29749,depth_meters_2020,0.21434110820062213,7,0.55,0.6977332724382805,8,8
20,13022,depth_meters_2020,0.3085876999059227,9,0.6,0.6456792653486827,8,8
21,8896,depth_meters_2020,0.29042750017505614,9,0.6,0.6757890950921454,8,8
22,28010,depth_meters_2020,0.5077623485821012,15,0.75,0.7148469727464034,9,9
23,3994,depth_meters_2020,0.9920349279258628,29,0.85,0.8574065490335169,10,10
24,20460,depth_meters_2020,0.38338752349076366,12,0.675,0.7720564280187413,9,9
25,25157,depth_meters_2020,0.6017963805327822,18,0.81,0.8084091658245548,10,10
26,419,depth_meters_2020,0.3404674884969562,10,0.625,0.7408032214631787,9,9
27,17785,depth_meters_2020,0.16082728319240058,5,0.42,0.5001738921219496,7,7
28,27253,depth_meters_2020,0.9502499356128269,28,0.85,0.9937857273795473,11,11
29,18145,depth_meters_2020,0.7797471276433361,23,0.85,0.9585191793899314,11,11
30,20009,depth_meters_2020,0.8042212675034967,24,0.85,0.9543376318996737,11,11
31,13512,depth_meters_2020,0.5691440953105477,17,0.79,0.7504531984504776,9,9
32,7390,depth_meters_2020,0.3394540162641324,10,0.625,0.6043667696490728,8,8
33,30128,depth_meters_2020,0.31280065032372795,10,0.625,0.6918702499836927,8,8
34,25265,depth_meters_2020,0.38909539730490983,12,0.675,0.719884392625099,9,9
35,28993,depth_meters_2020,0.7004259785984478,21,0.84,0.9180539363638806,11,11
36,5256,depth_meters_2020,0.9103426011346155,27,0.85,0.9914570804697247,11,11
37,22808,depth_meters_2020,0.6357089060910768,19,0.82,0.7080533665791666,9,9
38,14500,depth_meters_2020,0.7896179254259827,23,0.85,0.962211563682323,11,11
39,31528,depth_meters_2020,0.9491352531318236,28,0.85,0.951256197632232,11,11
40,18339,depth_meters_2020,0.4962253207702486,15,0.75,0.8484291482546336,10,10
41,9815,depth_meters_2020,0.10234652972943126,3,0.3,0.1585484006235437,3,3
42,1953,depth_meters_2020,0.04672733638476545,2,0.225,0.27436546725186917,4,4
43,26063,depth_meters_2020,0.8631603615417213,26,0.85,0.9677384680274654,11,11
44,29247,depth_meters_2020,0.9390155342802949,28,0.85,0.9760103619123293,11,11
45,22144,depth_meters_2020,0.8316152800286585,25,0.85,0.9468282891464487,11,11
46,9253,depth_meters_2020,0.5604222792606351,17,0.79,0.9295139899763372,11,11
47,26135,depth_meters_2020,0.8503435964190842,25,0.85,0.9109537355938682,11,11
48,29107,depth_meters_2020,0.8473759539215686,25,0.85,0.9125562785650422,11,11
49,5504,depth_meters_2020,0.9037028392105244,27,0.85,0.9204238544203953,11,11
50,25942,depth_meters_2020,0.19078951526959664,6,0.49,0.6281245527103818,8,8
51,3854,depth_meters_2020,0.8892435154804842,26,0.85,0.8985281510624894,10,10
52,8149,depth_meters_2020,0.34235255526232133,10,0.625,0.526332087677754,7,7
53,1436,depth_meters_2020,0.5230653338490391,16,0.775,0.8952209107410775,10,10
54,21339,depth_meters_2020,0.6881111510667456,20,0.83,0.9335069677403104,11,11
55,1988,depth_meters_2020,0.049340959516120164,2,0.225,0.18770176339580802,3,3
56,17810,depth_meters_2020,0.009383791208717795,1,0.15,0.2339063197252407,4,4
57,12336,depth_meters_2020,0.32415534783473166,10,0.625,0.5386262648489754,7,7
58,7077,depth_meters_2020,0.632110254135435,19,0.82,0.8654371431297851,10,10
59,2505,depth_meters_2020,0.24821837385422063,8,0.58,0.4704611715424697,6,6
60,9419,depth_meters_2020,0.7850924660593757,23,0.85,0.9789187017495208,11,11
61,26874,depth_meters_2020,0.8886411578082946,26,0.85,0.9803131017709267,11,11
62,20977,depth_meters_2020,0.604991967084024,18,0.81,0.9171709239266542,11,11
63,18171,depth_meters_2020,0.9782735281356523,29,0.85,0.9719094343403417,11,11
64,23862,depth_meters_2020,0.02419688520174257,1,0.15,0.08803712323550297,2,2
65,6495,depth_meters_2020,0.0309796691579457,1,0.15,0.18856960846055038,3,3
66,3629,depth_meters_2020,0.8944700316797927,26,0.85,0.9579852182672909,11,11
67,16116,depth_meters_2020,0.49180340421300683,15,0.75,0.8130937369513332,10,10
68,26083,depth_meters_2020,0.6200098316853675,18,0.81,0.9094274950531964,11,11
69,24572,depth_meters_2020,0.49087333392956334,15,0.75,0.8380004646608465,10,10
70,29844,depth_meters_2020,0.20950893501972323,7,0.55,0.6779037188352544,8,8
71,30316,depth_meters_2020,0.9740842076528792,29,0.85,0.8213848157655297,10,10
72,14846,depth_meters_2020,0.43542069269093797,13,0.7,0.5504929967907283,7,7
73,26428,depth_meters_2020,0.0222553503566274,1,0.15,0.1825793053050058,3,3
74,21292,depth_meters_2020,0.6722923983389496,20,0.83,0.7861971821381063,9,9
75,31393,depth_meters_2020,0.022272899534719337,1,0.15,0.03545238995379746,2,2
76,21679,depth_meters_2020,0.1373621291881557,4,0.36,0.44566516439332804,6,6
77,21539,depth_meters_2020,0.04426243187576295,2,0.225,0.1769970664588701,3,3
78,10776,depth_meters_2020,0.11763976791400055,4,0.36,0.4994531464699485,6,6
79,2419,depth_meters_2020,0.06009672092957319,2,0.225,0.28620303226232224,4,4
80,3676,depth_meters_2020,0.20944917762766646,7,0.55,0.4500602255719742,6,6
81,24413,depth_meters_2020,0.18530549971870303,6,0.49,0.36830844290730747,5,5
82,5696,depth_meters_2020,0.6224244843647224,19,0.82,0.9003027392970437,11,11
83,31251,depth_meters_2020,0.5588069192477775,17,0.79,0.8950967936154716,10,10
84,28094,depth_meters_2020,0.9392522287754009,28,0.85,0.9226588856084516,11,11
85,26039,depth_meters_2020,0.07980122695113168,3,0.3,0.33996585949967423,5,5
86,1148,depth_meters_2020,0.5956747395592956,18,0.81,0.6660125187575078,8,8
87,15608,depth_meters_2020,0.03879803323683695,2,0.225,0.26605540890781276,4,4
88,11188,depth_meters_2020,0.42197521536675187,13,0.7,0.7834044903777826,9,9
89,8761,depth_meters_2020,0.5494818892209559,16,0.775,0.905364714173419,11,11
90,252,depth_meters_2020,0.05597311367706248,2,0.225,0.16721083791238672,3,3
91,22086,depth_meters_2020,0.6855057894007018,20,0.83,0.9232737920430312,11,11
92,8486,depth_meters_2020,0.7057814623816746,21,0.84,0.8766434320560892,10,10
93,4158,depth_meters_2020,0.8204412096483453,24,0.85,0.9277156867757961,11,11
94,11944,depth_meters_2020,0.7750587919998283,23,0.85,0.9371888652787413,11,11
95,15669,depth_meters_2020,0.057089794122343385,2,0.225,0.3468336746363825,5,5
96,19397,depth_meters_2020,0.3277556505391801,10,0.625,0.7119802759783932,9,9
97,18035,depth_meters_2020,0.4609650364278538,14,0.725,0.7075964624080144,9,9
98,24526,depth_meters_2020,0.3327091883351956,10,0.625,0.6427896467524455,8,8
99,25534,depth_meters_2020,0.03168560856150282,1,0.15,0.0909533466314586,2,2
100,6649,depth_meters_2020,0.452819397069008,14,0.725,0.6438498300008815,8,8
101,12022,depth_meters_2020,0.3343859396418746,10,0.625,0.7743283596525934,9,9
102,10932,depth_meters_2020,0.981677775883758,29,0.85,0.8516684995621963,10,10
103,28726,depth_meters_2020,0.5135294739191296,15,0.75,0.661441993740727,8,8
104,2664,depth_meters_2020,0.14928770567621297,5,0.42,0.5399938347560285,7,7
105,21747,depth_meters_2020,0.7629745784764166,23,0.85,0.8372798530712948,10,10
106,95,depth_meters_2020,0.810235565259153,24,0.85,0.9785420121316916,11,11
107,2918,depth_meters_2020,0.21833557797113812,7,0.55,0.5072228311273712,7,7
108,4228,depth_meters_2020,0.7150681473686035,21,0.84,0.8307945531461282,10,10
109,11763,depth_meters_2020,0.030027502305969844,1,0.15,0.24011196047120265,4,4
110,3784,depth_meters_2020,0.3056917940536209,9,0.6,0.5604573853378987,7,7
111,17241,depth_meters_2020,0.7642391418503858,23,0.85,0.9414177587511053,11,11
112,23915,depth_meters_2020,0.4898298171218701,15,0.75,0.8754729733355967,10,10
113,8901,depth_meters_2020,0.6937652960263331,21,0.84,0.9253598054902632,11,11
114,24527,depth_meters_2020,0.9205286137304611,27,0.85,0.968257543150303,11,11
115,11223,depth_meters_2020,0.2588833544078434,8,0.58,0.7008492043082807,9,9
116,4527,depth_meters_2020,0.032273574006826844,1,0.15,0.11900202724225079,3,3
117,26478,depth_meters_2020,0.30947610492321265,9,0.6,0.6926704367116531,8,8
118,15011,depth_meters_2020,0.28138795072167744,9,0.6,0.46941435176359336,6,6
119,20281,depth_meters_2020,0.519584959722514,16,0.775,0.790794640120666,9,9
120,5827,depth_meters_2020,0.15917441644463226,5,0.42,0.3880197107951532,5,5
121,11887,depth_meters_2020,0.42151973333066617,13,0.7,0.8329874537567029,10,10
122,19969,depth_meters_2020,0.0978500025759168,3,0.3,0.431445974020514,6,6
123,10660,depth_meters_2020,0.5106841770995264,15,0.75,0.8139000308426954,10,10
124,8816,depth_meters_2020,0.4850343713131007,15,0.75,0.8542394014470542,10,10
125,14896,depth_meters_2020,0.4139436988536672,13,0.7,0.6784548959238389,8,8
126,18807,depth_meters_2020,0.434921398386503,13,0.7,0.8298259391147,10,10
127,11580,depth_meters_2020,0.2240318785750156,7,0.55,0.6937779124779394,8,8
128,8138,depth_meters_2020,0.5524822793119223,17,0.79,0.7327476945465855,9,9
129,8320,depth_meters_2020,0.34995789517697995,11,0.65,0.7674996760264551,9,9
130,8441,depth_meters_2020,0.6943275758823558,21,0.84,0.9600709764841325,11,11
131,12610,depth_meters_2020,0.49492304376513563,15,0.75,0.7687967930303294,9,9
132,13310,depth_meters_2020,0.30246628812537113,9,0.6,0.7261252054836975,9,9
133,19888,depth_meters_2020,0.3007871463677818,9,0.6,0.5190134239261537,7,7
134,14462,depth_meters_2020,0.026815486576975744,1,0.15,0.19713810046819624,3,3
135,4036,depth_meters_2020,0.4698003816430063,14,0.725,0.7324626830984037,9,9
136,11604,depth_meters_2020,0.2710857803014427,8,0.58,0.7162688861326789,9,9
137,15229,depth_meters_2020,0.31152667075347507,10,0.625,0.7605912042073117,9,9
138,1541,depth_meters_2020,0.9906736805746661,29,0.85,0.9693844822653032,11,11
139,9157,depth_meters_2020,0.43664283564260087,13,0.7,0.6596682520854363,8,8
140,29905,depth_meters_2020,0.8424527664995373,25,0.85,0.9957577384511113,11,11
141,4710,depth_meters_2020,0.8084419593649559,24,0.85,0.9153696748580947,11,11
142,2106,depth_meters_2020,0.8910643929499851,26,0.85,0.9850663687985628,11,11
143,8467,depth_meters_2020,0.18472750234801616,6,0.49,0.4408720616860581,6,6
144,195,depth_meters_2020,0.8479787787285794,25,0.85,0.8949645639284919,10,10
145,12668,depth_meters_2020,0.22818241139830187,7,0.55,0.5583669727440274,7,7
146,5864,depth_meters_2020,0.5691902938023322,17,0.79,0.905035574656364,11,11
147,14159,depth_meters_2020,0.8473861041378761,25,0.85,0.8851278999685983,10,10
148,24808,depth_meters_2020,0.8526469237044909,25,0.85,0.953729100854693,11,11
149,7905,depth_meters_2020,0.7393503800544703,22,0.845,0.967589914008882,11,11
150,22458,depth_meters_2020,0.7332953291784448,22,0.845,0.8317316885787616,10,10
151,18967,depth_meters_2020,0.1695117194353024,5,0.42,0.4668994338928241,6,6
152,4747,depth_meters_2020,0.011285927311031174,1,0.15,0.25260389260272165,4,4
153,2411,depth_meters_2020,0.5797686319211247,17,0.79,0.8135903333074558,10,10
154,19231,depth_meters_2020,0.0018130108824672142,1,0.15,0.1975038280290098,3,3
155,13780,depth_meters_2020,0.005103432665735208,1,0.15,0.18086354897383475,3,3
156,23828,depth_meters_2020,0.4278353818375038,13,0.7,0.8197390896174881,10,10
157,19808,depth_meters_2020,0.7480037003267946,22,0.845,0.8403649242223251,10,10
158,24161,depth_meters_2020,0.646824828314117,19,0.82,0.8324946496075689,10,10
159,4575,depth_meters_2020,0.5691913123359003,17,0.79,0.8803158170237078,10,10
160,20929,depth_meters_2020,0.7538829173208519,22,0.845,0.9673053272580882,11,11
161,6398,depth_meters_2020,0.23847949863201834,7,0.55,0.6409084984252564,8,8
162,27632,depth_meters_2020,0.8230055208547965,24,0.85,0.9570900265402772,11,11
163,26838,depth_meters_2020,0.6926733077241505,21,0.84,0.8534591902205334,10,10
164,19719,depth_meters_2020,0.558316148769195,17,0.79,0.7744917476356401,9,9
165,21247,depth_meters_2020,0.40617969031485146,12,0.675,0.815401274985879,10,10
166,22174,depth_meters_2020,0.7346339526124356,22,0.845,0.8260816159597434,10,10
167,29752,depth_meters_2020,0.6378953696554098,19,0.82,0.8439415380367838,10,10
168,15274,depth_meters_2020,0.9029174953215282,27,0.85,0.9937396166346711,11,11
169,28152,depth_meters_2020,0.42508504174405504,13,0.7,0.6642467126050917,8,8
170,6366,depth_meters_2020,0.9228147319592049,27,0.85,0.706075863818401,9,9
171,10706,depth_meters_2020,0.29836767652162455,9,0.6,0.575377966263498,7,7
172,9029,depth_meters_2020,0.9388606523013665,28,0.85,0.9926564903734649,11,11
173,1383,depth_meters_2020,0.9924105654332562,29,0.85,0.9629820527721271,11,11
174,13390,depth_meters_2020,0.8148278820242537,24,0.85,0.9902643292586295,11,11
175,29135,depth_meters_2020,0.9926449656394735,29,0.85,0.9318166386808503,11,11
176,5218,depth_meters_2020,0.2040913205111865,6,0.49,0.507441593223765,7,7
177,20072,depth_meters_2020,0.8390300457903247,25,0.85,0.7531468386505413,9,9
178,6793,depth_meters_2020,0.28777230836538525,9,0.6,0.6101393679276864,8,8
179,20655,depth_meters_2020,0.4161102124352335,13,0.7,0.6896735614691968,8,8
180,7580,depth_meters_2020,0.5361154138665672,16,0.775,0.7958886081774862,9,9
181,7417,depth_meters_2020,0.8812985397483201,26,0.85,0.8466917711438147,10,10
182,19714,depth_meters_2020,0.3081507361744932,9,0.6,0.559808870736856,7,7
183,3059,depth_meters_2020,0.2863895647410235,9,0.6,0.6803861599297608,8,8
184,26616,depth_meters_2020,0.23122208081345574,7,0.55,0.6818637534947767,8,8
185,3135,depth_meters_2020,0.15705144994246412,5,0.42,0.3449490946452189,5,5
186,8054,depth_meters_2020,0.6435593057922747,19,0.82,0.835525720110396,10,10
187,6002,depth_meters_2020,0.5170253504489417,15,0.75,0.8215151120622252,10,10
188,22090,depth_meters_2020,0.8665125305897368,26,0.85,0.8886352684779768,10,10
189,23017,depth_meters_2020,0.6805552036332191,20,0.83,0.8820345541284249,10,10
190,17000,depth_meters_2020,0.6041415505670301,18,0.81,0.9256626605294749,11,11
191,12737,depth_meters_2020,0.5224505628362996,16,0.775,0.9062832127426369,11,11
192,27573,depth_meters_2020,0.32908910193474505,10,0.625,0.6656000207986811,8,8
193,23399,depth_meters_2020,0.1314364353588342,4,0.36,0.4469196489602397,6,6
194,8338,depth_meters_2020,0.7576739505692206,22,0.845,0.956805064184521,11,11
195,10886,depth_meters_2020,0.7213158967206248,21,0.84,0.9548304168931941,11,11
196,8879,depth_meters_2020,0.03728993950821402,2,0.225,0.18165745150612111,3,3
197,28650,depth_meters_2020,0.7951389205616514,24,0.85,0.8469527224918049,10,10
198,3933,depth_meters_2020,0.24335342256833403,8,0.58,0.5572201618945022,7,7
199,3474,depth_meters_2020,0.24726508409929482,8,0.58,0.6065256921739072,8,8
200,15360,depth_meters_2020,0.9922428298684014,29,0.85,0.8227394340311259,10,10
201,7140,depth_meters_2020,0.5323128906116689,16,0.775,0.9191123805800813,11,11
202,8327,depth_meters_2020,0.9912240914335954,29,0.85,0.9452211610298079,11,11
203,13841,depth_meters_2020,0.4185327867778694,13,0.7,0.8480037289815395,10,10
204,17067,depth_meters_2020,0.9277522502853386,27,0.85,0.9081962254446699,11,11
205,29136,depth_meters_2020,0.8278630425447678,25,0.85,0.7539008368955951,9,9
206,188,depth_meters_2020,0.23768731783564578,7,0.55,0.6817451747306658,8,8
207,5164,depth_meters_2020,0.1381283358721178,5,0.42,0.5008215402881862,7,7
208,22614,depth_meters_2020,0.4856024366052377,15,0.75,0.8155908155809046,10,10
209,3568,depth_meters_2020,0.9085093590431781,27,0.85,0.9666144438940454,11,11
210,25167,depth_meters_2020,0.7333264517412141,22,0.845,0.8705860803691351,10,10
211,1132,depth_meters_2020,0.5175795188780219,16,0.775,0.8925361427221198,10,10
212,29326,depth_meters_2020,0.16680855187266452,5,0.42,0.3422393266676428,5,5
213,4137,depth_meters_2020,0.8727172111528965,26,0.85,0.8472309599884081,10,10
214,20497,depth_meters_2020,0.27327121054771375,8,0.58,0.5748750925788205,7,7
215,10594,depth_meters_2020,0.041314513196549996,2,0.225,0.2957493006852899,4,4
216,5503,depth_meters_2020,0.5005530630439737,15,0.75,0.8806148640079253,10,10
217,8423,depth_meters_2020,0.5022335197304877,15,0.75,0.742297813558236,9,9
218,7137,depth_meters_2020,0.673257502157077,20,0.83,0.731841235245891,9,9
219,2091,depth_meters_2020,0.8884900160464733,26,0.85,0.9801869373260325,11,11
220,5111,depth_meters_2020,0.33902210073453143,10,0.625,0.6888854769780914,8,8
221,8843,depth_meters_2020,0.49132707100325246,15,0.75,0.8581953432140083,10,10
222,22060,depth_meters_2020,0.666103086866579,20,0.83,0.90530176792417,11,11
223,6028,depth_meters_2020,0.3998810092156403,12,0.675,0.7778113346678814,9,9
224,28539,depth_meters_2020,0.08267315663450836,3,0.3,0.2887155518533867,4,4
225,2363,depth_meters_2020,0.8296765543865917,25,0.85,0.7503919159361833,9,9
226,17155,depth_meters_2020,0.8634002037399731,26,0.85,0.7626448853540533,9,9
227,22377,depth_meters_2020,0.3303149618623552,10,0.625,0.48100061639242153,6,6
228,30134,depth_meters_2020,0.49768131286773865,15,0.75,0.7949949743448871,9,9
229,3230,depth_meters_2020,0.8881130922700362,26,0.85,0.8601273266722732,10,10
230,4421,depth_meters_2020,0.5263932932052094,16,0.775,0.6951950810686819,8,8
231,9562,depth_meters_2020,0.9673272212178364,29,0.85,0.9787010090738624,11,11
232,709,depth_meters_2020,0.2894550799660728,9,0.6,0.6868994999498581,8,8
233,6631,depth_meters_2020,0.934272539351973,28,0.85,0.9953513553208952,11,11
234,15121,depth_meters_2020,0.8405107217598806,25,0.85,0.9725953639786852,11,11
235,8050,depth_meters_2020,0.5331968100368526,16,0.775,0.8806477511584939,10,10
236,25813,depth_meters_2020,0.981709742889919,29,0.85,0.8875261131655561,10,10
237,25430,depth_meters_2020,0.26637109694620753,8,0.58,0.6547034802813911,8,8
238,10412,depth_meters_2020,0.9822261517923081,29,0.85,0.952764907832004,11,11
239,24880,depth_meters_2020,0.4686030178990128,14,0.725,0.8233435755795315,10,10
240,5734,depth_meters_2020,0.15340659517372057,5,0.42,0.4999627026327721,6,6
241,28422,depth_meters_2020,0.4079511041227756,12,0.675,0.6827311353665605,8,8
242,30400,depth_meters_2020,0.6947085258785745,21,0.84,0.969125929485701,11,11
243,25917,depth_meters_2020,0.8303712486442727,25,0.85,0.9358370937997293,11,11
244,5104,depth_meters_2020,0.21089599132524084,7,0.55,0.6129851471513734,8,8
245,16487,depth_meters_2020,0.9554872453900215,28,0.85,0.7397838904578411,9,9
246,26682,depth_meters_2020,0.14856936490672046,5,0.42,0.5465413236296279,7,7
247,9646,depth_meters_2020,0.15676997945822013,5,0.42,0.35940724803449636,5,5
248,11561,depth_meters_2020,0.4198847527488162,13,0.7,0.676816594555674,8,8
249,2711,depth_meters_2020,0.1619884898640842,5,0.42,0.5395802336013549,7,7
250,4120,depth_meters_2020,0.9392707252646171,28,0.85,0.9571418454599377,11,11
251,26720,depth_meters_2020,0.8440975692974226,25,0.85,0.9746347397466927,11,11
252,23001,depth_meters_2020,0.3564903180010467,11,0.65,0.7904218903417893,9,9
253,28313,depth_meters_2020,0.13324088313923732,4,0.36,0.2920852823933021,4,4
254,11740,depth_meters_2020,0.7833990937750461,23,0.85,0.9895764906331604,11,11
255,24041,depth_meters_2020,0.17164801648183114,5,0.42,0.5338695879880055,7,7
256,23106,depth_meters_2020,0.7112587176685568,21,0.84,0.951165443368719,11,11
257,5149,depth_meters_2020,0.12726887984356106,4,0.36,0.43292881173749453,6,6
258,30922,depth_meters_2020,0.09403983066656485,3,0.3,0.40030648041382,6,6
259,13607,depth_meters_2020,0.9944309232568338,29,0.85,0.8715830730486306,10,10
260,22819,depth_meters_2020,0.18609466838193256,6,0.49,0.4243723512563493,6,6
261,10395,depth_meters_2020,0.8032240283353331,24,0.85,0.980600334808007,11,11
262,2367,depth_meters_2020,0.39927357871664804,12,0.675,0.6465144457310801,8,8
263,3641,depth_meters_2020,0.17811048411451413,6,0.49,0.6358225325330487,8,8
264,19269,depth_meters_2020,0.7256801840806669,22,0.845,0.7770549163639374,9,9
265,8972,depth_meters_2020,0.559480542096218,17,0.79,0.8402721793189799,10,10
266,12281,depth_meters_2020,0.884485866302641,26,0.85,0.9605076273842283,11,11
267,18503,depth_meters_2020,0.6220396014135673,19,0.82,0.8701934695686285,10,10
268,5531,depth_meters_2020,0.466316417656813,14,0.725,0.7042862785473105,9,9
269,6060,depth_meters_2020,0.2474434212394202,8,0.58,0.5122613508330998,7,7
270,26945,depth_meters_2020,0.3889490759836959,12,0.675,0.7894473495271508,9,9
271,28791,depth_meters_2020,0.7988824494089054,24,0.85,0.7983127329857826,9,9
272,24473,depth_meters_2020,0.9366369474304753,28,0.85,0.8851578395742873,10,10
273,9746,depth_meters_2020,0.8581560609151357,25,0.85,0.9130030887726857,11,11
274,10930,depth_meters_2020,0.4984227858332442,15,0.75,0.6573664664408639,8,8
275,12508,depth_meters_2020,0.5883961644607216,18,0.81,0.8197187314166201,10,10
276,832,depth_meters_2020,0.3284641837843326,10,0.625,0.720426997551672,9,9
277,10654,depth_meters_2020,0.8325616675778748,25,0.85,0.9890047837252447,11,11
278,30389,depth_meters_2020,0.306033751719505,9,0.6,0.6291155057558363,8,8
279,19024,depth_meters_2020,0.19741708222858667,6,0.49,0.6345445707397899,8,8
280,22789,depth_meters_2020,0.9795293544894221,29,0.85,0.9530118072536508,11,11
281,2685,depth_meters_2020,0.8524554439273285,25,0.85,0.9894981817674922,11,11
282,24971,depth_meters_2020,0.4947374260879577,15,0.75,0.7739257348312419,9,9
283,28686,depth_meters_2020,0.0843850133041899,3,0.3,0.24279550699374824,4,4
284,23049,depth_meters_2020,0.49927897296801904,15,0.75,0.6301107028417092,8,8
285,29829,depth_meters_2020,0.1485620460321988,5,0.42,0.5471604148951283,7,7
286,2990,depth_meters_2020,0.2519945220643026,8,0.58,0.6949387699335459,8,8
287,24714,depth_meters_2020,0.5007554434031536,15,0.75,0.8371306767702675,10,10
288,16381,depth_meters_2020,0.2866375919683427,9,0.6,0.6872676475634524,8,8
289,23040,depth_meters_2020,0.25242094028014295,8,0.58,0.6402559973569816,8,8
290,29709,depth_meters_2020,0.014050645861894195,1,0.15,0.1679308444071087,3,3
291,21334,depth_meters_2020,0.5014478945441803,15,0.75,0.7621176835390517,9,9
292,19718,depth_meters_2020,0.011293942867534934,1,0.15,0.11401179181994361,3,3
293,18923,depth_meters_2020,0.7034331348785603,21,0.84,0.9432028046755557,11,11
294,13956,depth_meters_2020,0.3470261978134904,11,0.65,0.7609690409575286,9,9
295,26844,depth_meters_2020,0.6230684092562038,19,0.82,0.8638575947479953,10,10
296,3067,depth_meters_2020,0.21740092904230157,7,0.55,0.4559747278019429,6,6
297,6331,depth_meters_2020,0.3048750680295236,9,0.6,0.6984910215346783,8,8
298,15990,depth_meters_2020,0.8658994064608659,26,0.85,0.8421363231806076,10,10
299,10262,depth_meters_2020,0.8065028543594001,24,0.85,0.8103454894017642,10,10
300,19246,depth_meters_2020,0.3507628409659206,11,0.65,0.7450844565715776,9,9
301,24060,depth_meters_2020,0.8921489867721937,26,0.85,0.8322477572412653,10,10
302,30872,depth_meters_2020,0.8884648285801956,26,0.85,0.9971242973655595,11,11
303,4251,depth_meters_2020,0.9431907112546865,28,0.85,0.8391756315130491,10,10
304,953,depth_meters_2020,0.23824731195994653,7,0.55,0.47679680352392095,6,6
305,17861,depth_meters_2020,0.8157782629488655,24,0.85,0.9811934066147402,11,11
306,18374,depth_meters_2020,0.40237251892631143,12,0.675,0.7544683271316361,9,9
307,29605,depth_meters_2020,0.7527747454861965,22,0.845,0.8466515218131655,10,10
308,7687,depth_meters_2020,0.49127027818822955,15,0.75,0.666111341119658,8,8
309,22352,depth_meters_2020,0.5925436527312075,18,0.81,0.9041658902360726,11,11
310,2487,depth_meters_2020,0.9902799889762615,29,0.85,0.9880438405748173,11,11
311,4315,depth_meters_2020,0.5142092767515553,15,0.75,0.8081598803296911,10,10
312,6958,depth_meters_2020,0.6668061678993741,20,0.83,0.9336099272004216,11,11
313,5549,depth_meters_2020,0.0847463590008839,3,0.3,0.438566944270362,6,6
314,24623,depth_meters_2020,0.11739155777491883,4,0.36,0.5087009734777881,7,7
315,16362,depth_meters_2020,0.7888901167740655,23,0.85,0.9880510325219646,11,11
316,24347,depth_meters_2020,0.526939704805503,16,0.775,0.844499131091477,10,10
317,5315,depth_meters_2020,0.5479875057361798,16,0.775,0.9232177888011877,11,11
318,22849,depth_meters_2020,0.10694930227179122,4,0.36,0.3360358650002416,5,5
319,21081,depth_meters_2020,0.9089553550212485,27,0.85,0.798732119133581,9,9
320,4826,depth_meters_2020,0.720232091023351,21,0.84,0.9168075746060612,11,11
321,18591,depth_meters_2020,0.49897605759989383,15,0.75,0.7473657073586687,9,9
322,20546,depth_meters_2020,0.7462069964663767,22,0.845,0.9872445544268144,11,11
323,31396,depth_meters_2020,0.18927216099113708,6,0.49,0.6088946232494876,8,8
324,10429,depth_meters_2020,0.6551280211126229,19,0.82,0.9687201007192051,11,11
325,175,depth_meters_2020,0.9339827246039345,28,0.85,0.9680928400030664,11,11
326,28707,depth_meters_2020,0.5083597546580477,15,0.75,0.7996388382633696,9,9
327,25355,depth_meters_2020,0.020015744956969672,1,0.15,0.17860081642065329,3,3
328,20748,depth_meters_2020,0.5219159609644267,16,0.775,0.9226408521610325,11,11
329,7198,depth_meters_2020,0.5556914408112192,17,0.79,0.8650583907201757,10,10
330,16383,depth_meters_2020,0.6022414100524928,18,0.81,0.9487587050814773,11,11
331,8712,depth_meters_2020,0.8683600643431133,26,0.85,0.7952761431331975,9,9
332,19023,depth_meters_2020,0.31430310975614806,10,0.625,0.49751357275035846,6,6
333,21176,depth_meters_2020,0.5294473253941974,16,0.775,0.888706441694712,10,10
